ASFIS species Name En,Continent Name En,Country Name En,Inland/Marine areas Name En,Unit Name,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Whiteleg shrimp,Americas,Panama,Marine areas,Tonnes - live weight,5195,2224,5152.717,6409,7522,6724,7861,8611,6954,6736,6217,5532,5943,7762,8246,8115,7098,6535,6105,3137,1945,877,1676,6149,6350,4400,4684,5525,4410,3350,3290,2831,3095,3127,1676,1740,1357,830,750,590,230,100,50,20,10,5,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Peru,Marine areas,Tonnes - live weight,36482.398,35232.954,50819.6,39153,27491.66,20440.55,22183.3,21483.7,17883,17800.8,16379,13598,13425,13314,11657,9257,8324,5073,3328,2593,731,614,4312,3462,6080,5258,4585,3949,3109,3771,5000,3000,3353,3500,3062,1644,1468,1739,210,1070,745,470,180,120,80,40,20,10,4,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Saint Kitts and Nevis,Marine areas,Tonnes - live weight,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Americas,Suriname,Marine areas,Tonnes - live weight,10,10,10,10,20,29.1,69,74.4,77,69.5,86.7,68.4,34.5,64.4,117.3,180,242,288,260,368,368,215,150,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,United States of America,Marine areas,Tonnes - live weight,2035,2035,2035,2035,1633,1633,1805,2209,1522,1703,1612,1349,1724,1950,2495,3543,4182,5602,6069,5579,4672,2948,2631,1996,1225,1315,1043,2631,2495,2313,1179,1179,907,1043,1207,615,95,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Venezuela (Boliv Rep of),Marine areas,Tonnes - live weight,44578,31250,25000,21500,22500,21462,13627,22500,20000,19580,18146,13369,10482,16002,17659,21163,17613,22998,14259,12000,10512,8500,6000,5200,4632,4000,3088,2227,1464,1260,551,237,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,4430.208,2784.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,China,Inland waters,Tonnes - live weight,703767,665202,671180,642807,591496,661819,663879,636295,561263,629095,623728,593284,528574,542632,555772,481750,345915,345956,255979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,China,Marine areas,Tonnes - live weight,1273632,1197735,1144370,1117534,1080791,966819,855530,836712,777695,730668,634431,590301,574138,520133,509872,436587,356569,292534,270467,175286,87839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,India,Marine areas,Tonnes - live weight,997263,894772,724267,622000,583400,461302,416347,305251,211200,136300,125000,,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Indonesia,Inland waters,Tonnes - live weight,15966.382,,12882,22950,20778,21718.04,3104,13474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Indonesia,Marine areas,Tonnes - live weight,743172.555,696570,664750,685730,737029,476455.47,406795,428905.44,376188.6,238662.9,246420,206578,170969,208648,164466,141649,103874,53217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Iran (Islamic Rep. of),Marine areas,Tonnes - live weight,57799,48450,46114,47859,32332,21331,17795,22475,12698,10152,8026,6359,4138,2577,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,4506.928,8124,7542,4480,5144,5791,5515,4488,3785,2784,2844,2705,1812,1794,858,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Lebanon,Marine areas,Tonnes - live weight,15,15,18,15,10,10,10,10,25,25,25,25,25,20,15,10,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Malaysia,Marine areas,Tonnes - live weight,38376.83,35148.647,38767.111,36007.25,35648.04,37592.815,48284.18,57181.15,45473.745,48991.8,60322,69084,52927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Myanmar,Marine areas,Tonnes - live weight,4412.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Philippines,Marine areas,Tonnes - live weight,26211.76,20632.89,19152.304,12527,13965.4,10233,8752,7626,7597,5558,4182,4971,3112,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Qatar,Marine areas,Tonnes - live weight,36,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Saudi Arabia,Marine areas,Tonnes - live weight,60711.76,46629.61,60891.36,56100,39200,24055,17295,12980,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Asia,Singapore,Marine areas,Tonnes - live weight,78.99,6.33,5.58,12.6,11.5,6.721,15.201,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Asia,Sri Lanka,Marine areas,Tonnes - live weight,10535.054,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Taiwan Province of China,Inland waters,Tonnes - live weight,4100.193,3589.653,4664.429,3721.258,4227.252,6729.637,5422.655,5895.29,6767.33,5304,4890.4,4007,3904,4400,4398,4556,5384,4611,3398,1527,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,5745.063,4467.502,5407.925,4257.546,5000.965,5646.123,4597.634,6747.58,6439.93,8014,3870.1,3965,3847,5947,5695,5805,6628,6307,7614,6106,5809,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Thailand,Marine areas,Tonnes - live weight,370757,373633,378508,357933,346309,314018,281918,263245,310705,588370,603227,561075,571189,501394,508446,480061,374487,251698,132365,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Timor-Leste,Marine areas,Tonnes - live weight,12,12,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Türkiye,Inland waters,Tonnes - live weight,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Asia,Viet Nam,Marine areas,Tonnes - live weight,666139.24,621199.08,585866,475000,439022.7,380000,339489.34,352722,236242,148023,140466,99285,36000,38600,153000,150000,100000,40000,31717,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Austria,Inland waters,Tonnes - live weight,44.925,15,5,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Bulgaria,Inland waters,Tonnes - live weight,18.42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Germany,Inland waters,Tonnes - live weight,31,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Lithuania,Inland waters,Tonnes - live weight,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Spain,Inland waters,Tonnes - live weight,45,30,1.5,7.5,6,7.5,5.5,3.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Spain,Marine areas,Tonnes - live weight,,,,7.5,2,2,0.45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,Switzerland,Inland waters,Tonnes - live weight,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Europe,United Kingdom,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Oceania,Guam,Marine areas,Tonnes - live weight,10,14,12,10,10,10,10,10,10,11,11,12,12,12,12,12,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Oceania,Northern Mariana Is.,Marine areas,Tonnes - live weight,20,20,23,23,23,23,23,23,20,20,20,19.05,15,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Oceania,Vanuatu,Marine areas,Tonnes - live weight,0,0.2,10,10,10,11.157,8.004,,,17,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesso scallop,Africa,Morocco,Marine areas,Tonnes - live weight,,,,,,,,,0,0,0,0,0,0,0,,,,,,,4,1,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesso scallop,Asia,Japan,Marine areas,Tonnes - live weight,164500,149061,144466,173959,135090,214571,248209,184588,167844,184287,118425,219649,256695,225607,247516,212094,203352,215203,258339,271992,235613,210703,216017,226134,254086,265553,227823,199363,241426,208050,188834,192042,180255,181929,152407,139866,108509,73948,85111,76866,59095,40399,43614,67723,83180,64909,70313,62651,39297,23049,10361,5674,,,,,,,,,,,,,,,,,,,,
Yesso scallop,Asia,"Korea, Dem. People's Rep",Marine areas,Tonnes - live weight,400,400,400,400,300,250,250,250,250,200,200,200,200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesso scallop,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,5106.835,5591,5082,5350,3493,2995,1557,956,484,519,403,253,348,421,286,292,215,173,23,5,66,2371,377,360,637,102,59,45,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesso scallop,Europe,Russian Federation,Marine areas,Tonnes - live weight,17658,16259,11531,3840,5463,3745,2000,2400,1311,504,725,854,843,85,99,479,448,431,334,41,162,197,0,350,600,26,113,1001,155,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American cupped oyster,Americas,Canada,Tonnes - live weight,9347,5494,7117,7436,5788,5027,4566,4478,4383,4010,3537,3564,3078,3314,3582,4988,4946,5083,5784,4320,3919,4124,3485,2637,1981,2509,2459,2544,1278,1359,1418,2698,2768,2212,2312,2300,2300,2200,740,658,700,750,740,740,490,550,810,620,500,450,600,600,640,640,630,620,610,610,600,590,580,570,570,560,550,540,540,530,520,510,510,500,
American cupped oyster,Americas,Dominican Republic,Tonnes - live weight,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American cupped oyster,Americas,Mexico,Tonnes - live weight,,,,,,,,,,,,,,,1,1749,2727,292,400,295,510,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
American cupped oyster,Americas,United States of America,Tonnes - live weight,125122.391,125122.391,148021.228,127503,112408,113335,93697,93697,104000,99047,67975,108279,90000,90000,90000,90000,55188,105287,65632,49539,40629,38255,54037,53097,63166,57005,73991,60873,74611,83544,69013,31835,76807,78861,80893,89268,95740,102889,84500,85900,87200,65800,67400,80000,85000,94100,129060,96850,98200,99600,101000,102300,70000,80000,80000,70000,75000,80000,80000,65000,60000,60000,55000,45000,50000,50000,50000,40000,35000,35000,30000,25000,
