"","Region","Year","Score"
"348","Oceania",1962,51.4932148438462
"349","Oceania",1961,51.346504802
"350","Oceania",1960,51.4997643992857
"351","Oceania",1959,51.4146201785714
"352","Oceania",1958,51.4615963003448
"353","Oceania",1957,51.3776009521739
"354","Oceania",1956,51.3941855656
"355","Oceania",1955,51.2869038475
"356","Oceania",1954,51.2869038475
"357","Oceania",1953,51.2181335153846
"358","Oceania",1952,51.2181335153846
"359","Oceania",1951,51.2598125045455
"360","Oceania",1950,51.108100984
"361","China",2021,52.1535462657449
"362","China",2020,52.2055075240302
"363","China",2019,52.320536424551
"364","China",2018,52.4799939295154
"365","China",2017,52.6779401912323
"366","China",2016,52.80503684772
"367","China",2015,52.8935582382413
"368","China",2014,52.8953298741312
"369","China",2013,52.7682407279864
"370","China",2012,52.7777270358344
"371","China",2011,52.8096056992344
"372","China",2010,52.8215637887011
"373","China",2009,52.7925405369998
"374","China",2008,52.8823938794593
"375","China",2007,52.9317990453226
"376","China",2006,53.0765880751449
"377","China",2005,53.0917584732711
"378","China",2004,53.1464009085222
"379","China",2003,53.2203999656213
"380","China",2002,53.5457563656546
"381","China",2001,53.5168081769034
"382","China",2000,53.5736985252593
"383","China",1999,53.7744540340668
"384","China",1998,53.7186390555937
"385","China",1997,53.7702716758835
"386","China",1996,53.8418952989396
"387","China",1995,53.90810823636
"388","China",1994,54.1124541477727
"389","China",1993,54.2855819202448
"390","China",1992,54.231708221361
"391","China",1991,54.0603492627128
"392","China",1990,53.7718760468304
"393","China",1989,53.946161379882
"394","China",1988,53.6756548149072
"395","China",1987,53.6208260819696
"396","China",1986,53.9515781691444
"397","China",1985,54.3334431779769
"398","China",1984,54.5285431920301
"399","China",1983,54.7252008389906
"400","China",1982,54.8016891094553
"401","China",1981,54.9296914664023
"402","China",1980,55.1141021921086
"403","China",1979,55.1478730211743
"404","China",1978,55.2237171157068
"405","China",1977,55.1355424440653
"406","China",1976,54.8785812067245
"407","China",1975,54.9097968893903
"408","China",1974,54.8761871743241
"409","China",1973,54.8732377072878
"410","China",1972,55.043087981364
"411","China",1971,54.920401767105
"412","China",1970,54.7898398805421
"413","China",1969,54.9342923831758
"414","China",1968,54.886298402934
"415","China",1967,54.864966751869
"416","China",1966,54.8287308324531
"417","China",1965,54.669542189801
"418","China",1964,54.8665939397452
"419","China",1963,54.7247622014462
"420","China",1962,54.6864651857818
"421","China",1961,54.6045980347801
"422","China",1960,54.3225661134229
"423","China",1959,53.8201540954545
"424","China",1958,53.2786468395867
"425","China",1957,53.1004998410068
"426","China",1956,53.043593880734
"427","China",1955,53.0431144795555
"428","China",1954,53.0231434414881
"429","China",1953,53.0153699919334
"430","China",1952,53.0086927887905
"431","China",1951,52.9974749907504
"432","China",1950,52.9968429015244
